florj002: ['301', '0.18188915', '0.11020408', '0.11964107'] 
ryanb002: ['492', '0.17981827', '0.08430913', '0.11961057'] 
matsh001: ['104', '0.17737430', '0.11940298', '0.11857708'] 
bay-j001: ['222', '0.18181819', '0.12727273', '0.11826348'] 
barmc001: ['516', '0.17731541', '0.11302211', '0.11796246'] 
rosaa001: ['129', '0.15430711', '0.10975610', '0.11764706'] 
campt001: ['197', '0.17144306', '0.03731343', '0.11753731'] 
pillb001: ['121', '0.16182902', '0.11475410', '0.11704835'] 
iztuc001: ['185', '0.15361111', '0.08552632', '0.11545624'] 
kawam001: ['121', '0.17597649', '0.11666667', '0.11538462'] 
nunee002: ['105', '0.15659229', '0.11711711', '0.11488251'] 
kelld001: ['135', '0.17682926', '0.07758620', '0.11374407'] 
escoe001: ['149', '0.16698173', '0.06756756', '0.11358575'] 
barnb002: ['110', '0.18718764', '0.13157895', '0.11320755'] 
hernr002: ['196', '0.15852286', '0.13114753', '0.11318243'] 
bourp001: ['203', '0.17421524', '0.11224490', '0.11191861'] 
hayeb001: ['121', '0.18044515', '0.05454545', '0.11111111'] 
lillb001: ['222', '0.17118402', '0.06395349', '0.11111111'] 
sogae001: ['109', '0.17290322', '0.08536585', '0.11075950'] 
nix-j001: ['220', '0.15238282', '0.08016878', '0.11013767'] 
dozib001: ['343', '0.16799258', '0.11044776', '0.11013216'] 
hestj001: ['109', '0.17881072', '0.04761905', '0.10985915'] 
hundn001: ['228', '0.18448314', '0.14110430', '0.10977443'] 
cunna001: ['112', '0.16134061', '0.10447761', '0.10975610'] 
rabur001: ['226', '0.18334423', '0.07272727', '0.10862620'] 
valed001: ['163', '0.18587361', '0.16417910', '0.10860655'] 
seguj002: ['167', '0.15227389', '0.07981221', '0.10744986'] 
burre001: ['157', '0.16682084', '0.07272727', '0.10714286'] 
vizqo001: ['164', '0.18192807', '0.04964539', '0.10655738'] 
morgn001: ['338', '0.16608858', '0.04804805', '0.10535259'] 
kalir001: ['108', '0.16666667', '0.06315789', '0.10416666'] 
donaj002: ['141', '0.16251639', '0.09243698', '0.10411622'] 
bartj001: ['103', '0.16775315', '0.07246377', '0.10344828'] 
stewc001: ['177', '0.15098040', '0.07222223', '0.10134128'] 
moreb001: ['130', '0.18058179', '0.05494506', '0.10086455'] 
cairm001: ['158', '0.17331240', '0.10400000', '0.10020877'] 
nickm001: ['140', '0.15657620', '0.12264151', '0.10000000'] 
valdw001: ['215', '0.17012449', '0.11538462', '0.10000000'] 
wilsb002: ['227', '0.15017414', '0.06730770', '0.09961190'] 
derom001: ['102', '0.18324608', '0.08235294', '0.09944751'] 
mcdod002: ['112', '0.14858223', '0.05357143', '0.09911894'] 
byrdm001: ['161', '0.17659321', '0.07692308', '0.09263158'] 
martm003: ['135', '0.14796500', '0.06666667', '0.08970977'] 
vittj001: ['112', '0.17382413', '0.05555556', '0.08659218'] 
coghc001: ['105', '0.19344413', '0.12500000', '0.08536585'] 
dickr001: ['101', '0.13646056', '0.06060606', '0.05416667'] 
