kawam001	0.17597649,0.11666667,0.115384616
keara001	0.17940283,0.104575165,0.15505226
kelld001	0.17682926,0.077586204,0.11374407
kempm001	0.18682596,0.20168068,0.20294118
kendh001	0.1770389,0.11604095,0.13615733
kenna001	0.17315732,0.1027027,0.13984962
keppj001	0.16154435,0.097323604,0.1409396
kersc001	0.13963255,0.045454547,0.056179777
kinsi001	0.18121094,0.09367089,0.13892078
kipnj001	0.18672141,0.13691507,0.14710042
konep001	0.16839358,0.13368055,0.1598086
kotcc001	0.1703343,0.12527473,0.12532468
kotsm001	0.16529861,0.118644066,0.14228457
kottg001	0.17857143,0.13419913,0.14163615
kozmp001	0.16491549,0.21428572,0.1884058
krate001	0.15504682,0.16167665,0.14770798
kubej002	0.19080107,0.17127071,0.1745623
lahab001	0.20002423,0.13548388,0.1680261
lairg001	0.17181706,0.07272727,0.1338843
laroa001	0.19052058,0.17850953,0.17136364
lavar001	0.1975631,0.10714286,0.124423966
lawrb002	0.17914581,0.10285714,0.14181204
lee-c001	0.17582418,0.1822034,0.15252417
lemad001	0.17714286,0.101960786,0.13529412
lidda001	0.19562759,0.10091743,0.13065326
lillb001	0.17118402,0.06395349,0.11111111
linda001	0.1821209,0.15409836,0.15252708
lobaj001	0.17837359,0.11578947,0.13821138
lombs002	0.1630972,0.08746356,0.13706407
lonej001	0.16709234,0.1131579,0.13061798
longe001	0.18796106,0.19155844,0.17359187
lopej003	0.17578273,0.13942307,0.13021491
lowrj001	0.18639156,0.14285715,0.17028113
lucrj001	0.18131423,0.16483517,0.159583
ludwr001	0.17211786,0.18791947,0.1691307
machm001	0.16674365,0.11981567,0.13179348
maldm001	0.18230812,0.13247864,0.14164649
markn001	0.19042642,0.14652957,0.17327766
marsl001	0.1837475,0.057377048,0.12300123
martf002	0.18286778,0.18421052,0.19075145
martj006	0.18040402,0.17428571,0.14899926
martm003	0.147965,0.06666667,0.089709766
martr004	0.17636089,0.108571425,0.13748597
marts002	0.19377348,0.12781955,0.17025441
mastd002	0.18427286,0.13043478,0.14234875
mathj001	0.17061612,0.14146341,0.13287671
mathj002	0.1741872,0.13714285,0.14427157
matsh001	0.1773743,0.11940298,0.11857708
mauej001	0.19363502,0.14354067,0.1782506
maxwj002	0.1848481,0.22177419,0.1704649
maybc001	0.17781812,0.11922141,0.14391144
maybj001	0.18803093,0.102345414,0.13653366
mcbrm002	0.15743944,0.18461539,0.106299214
mccab002	0.1883241,0.16589862,0.15652174
mccua001	0.18711461,0.18032786,0.20872582
mcdod002	0.14858223,0.05357143,0.09911894
mcdoj003	0.16655578,0.12790698,0.1387632
mcgec001	0.17734055,0.13664596,0.13900955
mckem001	0.20467323,0.20289855,0.18087855
mclon001	0.21037114,0.097222224,0.16519547
mesod001	0.17281403,0.10062893,0.12807882
middw001	0.1822331,0.18936877,0.15975733
molij001	0.16471751,0.13076924,0.12689805
moliy001	0.15962519,0.13064516,0.15342872
montj003	0.16624397,0.14196242,0.14030184
montm001	0.1776939,0.15734266,0.15285996
moors001	0.19056225,0.18181819,0.17991005
moort002	0.17875,0.15841584,0.14637682
morak001	0.1915146,0.1541502,0.1554169
moreb001	0.1805818,0.054945055,0.10086455
morem001	0.17369415,0.13746631,0.14342949
morgn001	0.16608858,0.04804805,0.10535259
mornj001	0.16140619,0.13689482,0.14264189
morrl001	0.18260752,0.13879004,0.14934498
morsm001	0.1682047,0.14505495,0.14276569
mossb001	0.17786032,0.169279,0.17988929
mousm001	0.19279778,0.14770459,0.15569824
murpd004	0.1810219,0.11016949,0.14
murpd005	0.18071327,0.1262136,0.1586323
murpd006	0.18073249,0.13939394,0.15642776
nadyx001	0.17498583,0.10769231,0.1278626
napom001	0.20210002,0.13902439,0.16793366
navad002	0.19211751,0.13553114,0.166
nelsc001	0.1855338,0.13221154,0.14681648
nickm001	0.1565762,0.12264151,0.1
nieuk001	0.19606404,0.10989011,0.14285715
nix-j001	0.15238282,0.080168776,0.11013767
nix-l001	0.1500297,0.09756097,0.122
norrd001	0.18455347,0.15929204,0.12722646
nunee002	0.1565923,0.117117114,0.11488251
olivm001	0.17056277,0.11811024,0.14052953
ortid001	0.17673136,0.16397849,0.2100639
overl001	0.16940582,0.074074075,0.12601626
pachj001	0.1756905,0.120430104,0.15025252
pagaa001	0.18283746,0.10544816,0.16148445
parmc001	0.16821083,0.1010101,0.12934631
parra001	0.16891412,0.08695652,0.14470284
parrg001	0.164801,0.08674699,0.13524878
pastt001	0.17609316,0.086021505,0.12413793
paulx001	0.19789474,0.0945946,0.18021202
pears001	0.17761905,0.17449665,0.15780142
pedrd001	0.18773097,0.12820514,0.16969383
penab002	0.1780303,0.16363636,0.13095239
penac001	0.19455516,0.12723657,0.16094987
pench001	0.18377393,0.17961165,0.15834077
pennc001	0.18882392,0.075187966,0.12729748
peraj001	0.19694526,0.137577,0.15179078
peres002	0.15799493,0.1331058,0.15721393
peteb001	0.19070342,0.10674157,0.12618725
philb001	0.17798862,0.16237624,0.15835476
piera001	0.16887447,0.16064256,0.1660959
pierj002	0.1804594,0.07506702,0.13919128
pillb001	0.16182902,0.114754096,0.117048346
plout001	0.17847082,0.14,0.16747405
podss001	0.1860309,0.10135135,0.14210527
polap001	0.18163794,0.08494209,0.13680781
polla001	0.18670726,0.11111111,0.15498155
poseb001	0.19245255,0.17478992,0.18284637
pradm001	0.18235832,0.13718411,0.17130518
presa001	0.20235887,0.09854015,0.1684729
pujoa001	0.1806046,0.17480315,0.17644425
puntn001	0.17995545,0.06395349,0.120556414
quenc001	0.16154253,0.1440678,0.16825397
quinh001	0.1625,0.17699115,0.13194445
quino001	0.18378638,0.08080808,0.123839006
rabur001	0.18334423,0.07272727,0.1086262
ramia001	0.1666787,0.16615385,0.16966581
ramia003	0.1672546,0.12541254,0.12336086
ramih003	0.1945088,0.18476191,0.17226277
ramow001	0.19469027,0.14492753,0.17730497
ransc001	0.17259166,0.13003096,0.12692967
rasmc001	0.18066348,0.15238096,0.15730338
reddj001	0.18439232,0.14907873,0.1686128
reveb001	0.16616413,0.065737054,0.13064133
reyej001	0.1761818,0.12273642,0.18153687
reynm001	0.1982532,0.1406551,0.1585299
rhymw001	0.17388408,0.06504065,0.123786405
riosa002	0.16895147,0.1540931,0.16103655
rivej001	0.17796849,0.19157088,0.1496461
rizza001	0.18026264,0.1722973,0.18426104
rober002	0.18654062,0.13023256,0.13741496
robis001	0.17143574,0.115606934,0.13131313
robit001	0.17591219,0.11111111,0.13265306
rodra001	0.17746846,0.115686275,0.1467689
rodrs002	0.16552901,0.11702128,0.12900098
roles001	0.2022985,0.14487633,0.14378479
rollj001	0.18710044,0.12815884,0.17331986
rosaa001	0.15430711,0.1097561,0.11764706
rosaw001	0.17068791,0.18362282,0.17492917
rossc001	0.18250513,0.16044776,0.15780911
rossd001	0.19283122,0.13953489,0.16559486
ruggj001	0.19488338,0.1496063,0.19215292
ruizc001	0.16868751,0.17031631,0.18117978
rutlj001	0.17966503,0.16,0.16949153
ryanb002	0.17981827,0.08430913,0.11961057
saltj001	0.18908204,0.16578947,0.17381656
sancg001	0.18558824,0.12648222,0.13549039
sanch002	0.18817776,0.16666667,0.14145659
sandp001	0.17498946,0.16707617,0.1620306
santc002	0.20036237,0.15851273,0.16811891
santr002	0.18406868,0.08585858,0.12378303
saunm001	0.19479835,0.12284483,0.16477612
schaj002	0.19765219,0.10504202,0.15048026
schin001	0.19153048,0.11640212,0.16582279
schnb001	0.19641969,0.10958904,0.15916955
schus001	0.1618296,0.08139535,0.11971831
scotl001	0.17246284,0.17799352,0.15104167
scutm001	0.1820459,0.11340206,0.1397475
seagk001	0.18308902,0.17300381,0.17103153
seguj002	0.1522739,0.07981221,0.10744986
shopk001	0.16920322,0.12083333,0.14039126
sierm001	0.17363344,0.13513513,0.14798206
simma001	0.16468309,0.16923077,0.17219917
smits002	0.17813529,0.14285715,0.1579643
smoaj001	0.192934,0.12903225,0.15518394
snidt001	0.1841716,0.10843374,0.14449918
snydc002	0.17988265,0.1626506,0.15517241
sogae001	0.17290322,0.085365854,0.1107595
solad001	0.1838813,0.11814346,0.14404145
soria001	0.17964476,0.22535211,0.1853786
sotog001	0.18622848,0.11516854,0.13121784
spand001	0.18050224,0.0952381,0.15510204
stanm004	0.18077718,0.2104019,0.20986883
stewc001	0.1509804,0.072222225,0.101341285
stewi001	0.2027417,0.111801244,0.14808652
stubd001	0.19620767,0.10606061,0.14219882
suttd002	0.18337046,0.11811024,0.13975903
suzui001	0.1678968,0.10320285,0.14782158
suzuk001	0.1769827,0.12566845,0.1218638
sweer001	0.1977343,0.082125604,0.13583815
swisn001	0.1953431,0.16019417,0.15644725
tabaj002	0.18685533,0.0651341,0.15659069
teixm001	0.18899457,0.15769945,0.14645669
tejar001	0.19603127,0.083076924,0.16640624
thame001	0.19545144,0.12554112,0.15365854
therr001	0.17708088,0.08357349,0.13572024
tholj001	0.17984372,0.08677686,0.12830958
thomj002	0.2059137,0.16352202,0.17333333
tolls001	0.15254237,0.13333334,0.103846155
torra001	0.19582076,0.10324484,0.15497553
torry001	0.17971568,0.06930693,0.125
tracc001	0.1693989,0.14432989,0.14917128
tream001	0.19420516,0.11111111,0.13772455
troum001	0.19840848,0.14808363,0.19441724
trumm001	0.18105717,0.1650165,0.15863746
tulot001	0.16044378,0.11764706,0.15096775
turnj001	0.17967072,0.13815789,0.14731368
uggld001	0.18359752,0.13333334,0.15418503
uptob001	0.17266499,0.14882033,0.1617357
uptoj001	0.17650506,0.11370716,0.14901593
uribj002	0.20274915,0.1764706,0.1521197
utlec001	0.17773125,0.15384616,0.17734855
valbl001	0.19564569,0.12,0.14628822
valdj002	0.17894737,0.15789473,0.15495208
valdw001	0.17012449,0.115384616,0.1
valed001	0.18587361,0.1641791,0.108606555
venaw001	0.17546849,0.11594203,0.15994713
vicid001	0.18029872,0.15547025,0.1472359
victs001	0.18432736,0.11290322,0.15764828
vittj001	0.17382413,0.055555556,0.086592175
vizqo001	0.18192807,0.04964539,0.10655738
vottj001	0.1987142,0.15608466,0.22177146
walkn001	0.18807214,0.15418503,0.16115196
wallb001	0.19224219,0.15060242,0.17503393
weekj001	0.1877425,0.051344745,0.13032581
weekr001	0.190272,0.102134146,0.14459346
wellc001	0.17762883,0.14772727,0.15805471
wellv001	0.17535461,0.115079366,0.14516129
wertj001	0.20546286,0.10810811,0.17387128
wheer001	0.18834952,0.112068966,0.13186814
wietm001	0.18987238,0.174,0.16504854
wiggt001	0.176626,0.1260997,0.1414392
willj004	0.18574604,0.18962723,0.18330224
wilsb002	0.15017414,0.067307696,0.0996119
wised001	0.17936786,0.15238096,0.15019763
wortd001	0.19379845,0.050847456,0.12840466
wrigd002	0.17867114,0.17468806,0.19379069
youkk001	0.20480214,0.12048193,0.15592028
younc004	0.18373531,0.125,0.15895711
yound003	0.16371268,0.12998267,0.1321394
youne003	0.17701453,0.08717949,0.15241058
younm003	0.16588227,0.108597286,0.12528065
zimmr001	0.17744371,0.17028381,0.16193053
zobrb001	0.19202098,0.125,0.18127029
